,Age,Income (USD),Income Stability,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
15129,36,3263.51,1,10,1,103641.57,536.98,0,1,1.0,834.41,0,0,2,1.0,123749.24,72549.1
15132,18,4485.88,1,3,1,65962.9,770.88,1,1,1.0,700.76,0,2,2,1.0,97204.57,46174.03
15133,25,3278.27,1,8,1,38836.73,199.39,0,1,2.0,727.12,1,0,1,1.0,71279.87,27185.71
15134,39,2187.51,1,3,1,60139.25,264.13,0,1,2.0,722.08,0,0,2,1.0,84603.43,39090.51
15135,23,5380.66,1,3,1,259881.25,733.96,1,1,2.0,850.07,0,1,2,1.0,484400.25,194910.94
15136,64,1712.24,1,3,1,74742.33,381.81,1,0,4.0,830.3,0,0,2,1.0,116428.13,52319.63
15138,38,1682.44,1,8,1,51245.05,144.7,1,0,3.0,677.75,1,0,2,1.0,86654.36,35871.53
15139,29,1678.8,1,3,1,201777.53,584.44,0,0,2.0,800.31,0,0,0,1.0,234930.82,161422.02
15142,21,4761.45,1,10,1,144197.68,817.02,1,1,1.0,748.84,0,0,0,1.0,238899.83,93728.49
15144,18,1320.26,1,3,0,71869.06,235.75,0,1,2.0,676.98,0,1,1,1.0,91831.9,50308.34
15146,51,2269.85,1,8,1,54513.84,281.16,0,1,2.0,703.64,0,0,1,1.0,68550.87,35434.0
15148,18,3290.23,1,13,1,49647.16,356.79,0,0,2.0,719.89,0,2,1,1.0,88941.8,32270.65
15149,43,2157.56,1,3,1,106435.84,520.04,0,1,4.0,602.36,0,2,1,1.0,164878.04,74505.09
15151,54,1795.22,1,14,1,39198.06,209.82,0,1,2.0,719.02,0,2,0,1.0,72006.61,25478.74
15152,19,1520.22,1,14,0,100093.04,468.89,0,1,1.0,781.42,1,1,1,1.0,188523.03,80074.43
15153,20,1519.88,1,14,0,82182.05,345.15,0,0,1.0,763.98,1,0,2,1.0,155811.87,57527.44
15155,18,5210.88,1,10,2,121444.1,546.68,1,0,3.0,792.47,0,1,1,1.0,191542.93,91083.08
15156,25,1684.3,1,8,1,88061.75,488.83,0,1,2.0,666.27,1,1,2,1.0,157852.63,57240.14
15157,19,2604.3,1,3,1,167451.04,652.69,0,1,1.0,838.56,0,1,2,1.0,199510.81,125588.28
15160,41,2572.06,1,4,1,115480.85,500.65,0,0,3.0,703.1,0,2,2,1.0,167998.18,80836.6
15163,56,2262.27,1,14,1,65328.75,415.36,0,1,3.0,660.77,0,0,2,1.0,99564.65,45730.12
15164,32,3263.8,1,3,1,25246.67,192.49,0,1,2.0,765.62,1,1,1,1.0,37811.34,17672.67
15167,23,4947.51,1,16,0,66286.13,565.8,1,0,1.0,698.5,0,1,2,1.0,113329.27,46400.29
15168,35,1290.79,1,4,1,23395.48,176.39,1,1,1.0,735.42,0,2,0,1.0,28565.15,15207.06
15169,23,4238.22,1,3,1,205234.1,615.75,1,1,2.0,790.92,0,1,0,1.0,277081.23,164187.28
15170,18,4238.22,1,10,1,105011.09,554.41,0,0,2.0,676.43,1,2,2,1.0,159146.71,68257.21
15171,29,2413.96,1,14,1,79619.13,320.24,0,1,2.0,825.82,0,1,2,1.0,145632.56,55733.39
15172,18,1128.22,1,14,0,37224.88,280.2,1,1,2.0,732.78,0,1,1,1.0,67560.92,29779.9
15173,45,1128.22,1,8,1,157527.36,679.81,1,1,4.0,732.78,0,0,1,1.0,183978.41,110269.15
15174,18,1128.22,1,8,1,34579.25,143.45,0,0,2.0,710.42,0,0,1,1.0,53573.03,24205.48
15175,20,3939.75,1,4,1,177522.34,658.37,0,1,3.0,682.17,0,2,1,1.0,247130.56,124265.64
15176,27,3939.75,1,4,2,296753.69,1058.18,1,1,2.0,793.28,0,0,0,1.0,450702.28,207727.58
15178,23,2945.13,1,0,2,209382.76,627.43,0,1,4.0,790.39,0,2,0,1.0,230987.13,157037.07
15179,57,450.16,1,10,0,11308.75,111.42,0,1,2.0,737.45,0,0,0,1.0,18660.26,7916.12
15183,45,968.47,1,3,1,27603.27,164.52,0,1,1.0,699.59,0,0,1,1.0,35921.82,17942.13
15184,45,1043.1,1,10,1,110777.74,367.37,0,0,3.0,734.32,0,0,0,1.0,200812.63,72005.53
15186,63,601.66,1,6,1,46982.21,185.64,0,1,3.0,797.62,0,0,2,1.0,52799.19,32887.55
15191,41,4352.3,1,0,1,74226.31,331.41,0,0,3.0,819.9,0,2,0,1.0,90380.44,59381.05
15192,41,4352.3,1,8,1,113536.99,562.7,0,1,1.0,720.7,1,1,0,1.0,186795.29,73799.04
15195,20,2779.62,1,10,1,25817.58,274.79,1,1,2.0,794.57,0,2,1,1.0,43427.05,20654.06
15197,65,967.75,0,14,0,31674.73,325.91,0,0,1.0,822.16,0,0,0,1.0,44383.15,22172.31
15198,18,1726.84,1,14,1,163396.12,469.28,0,0,1.0,736.87,0,0,1,1.0,256741.16,114377.28
15201,65,5774.67,0,11,0,123532.58,348.29,1,1,2.0,838.65,0,2,1,1.0,222322.42,98826.06
15202,24,4929.1,1,11,0,167405.5,449.55,1,1,4.0,696.63,0,2,0,1.0,223067.0,117183.85
15204,27,1974.36,1,8,1,52752.97,229.6,0,1,3.0,666.97,1,0,2,1.0,83106.4,36927.08
15205,62,5214.84,0,8,1,102479.1,500.48,0,0,2.0,685.66,0,1,0,1.0,159626.98,68911.09
15209,18,3609.87,1,0,2,100102.34,515.1,0,1,1.0,830.35,0,1,2,1.0,150911.08,70071.64
15210,54,2734.92,1,0,1,20304.93,129.16,0,1,4.0,797.44,0,1,1,1.0,34108.56,15228.7
15211,49,2734.92,1,0,1,74635.49,402.92,0,1,1.0,784.93,0,2,2,1.0,94010.78,59708.39
15212,18,1750.36,1,14,1,61920.41,348.82,0,1,2.0,707.3,1,0,2,1.0,72555.95,43344.29
15214,24,1860.19,1,14,1,111263.0,451.64,1,1,2.0,802.67,0,2,2,1.0,202236.74,83447.25
15216,63,2477.92,1,0,1,126593.66,560.13,0,1,2.0,652.69,1,1,1,1.0,143137.89,82285.88
15217,21,3660.07,1,0,2,85203.71,254.79,1,0,1.0,719.09,0,0,0,1.0,113821.64,59642.6
15221,47,2808.23,1,3,0,38492.98,423.0,0,1,2.0,714.43,0,2,0,1.0,60606.63,26945.09
15222,37,2329.31,1,8,0,52738.47,308.02,0,1,2.0,679.33,0,1,2,1.0,95716.39,34280.01
15223,41,4219.55,1,8,1,91409.27,425.26,0,0,2.0,705.84,0,0,1,1.0,114551.82,59416.03
15224,45,2852.35,1,14,1,43417.14,388.4,0,1,4.0,798.97,0,1,1,1.0,76613.19,30392.0
15225,33,3890.88,1,10,1,37152.14,256.63,1,1,2.0,884.55,0,1,2,1.0,62528.59,29721.71
15227,28,3391.9,1,15,1,103991.55,993.11,1,1,2.0,792.36,0,2,2,1.0,155105.29,72794.08
15228,52,2065.72,1,11,0,43087.43,142.85,1,0,2.0,663.26,0,0,0,1.0,59542.36,30161.2
15231,52,910.96,1,3,1,27543.94,180.85,0,0,4.0,743.01,1,2,0,1.0,52038.58,17903.56
15233,23,1348.41,1,3,0,155353.03,431.5,1,1,4.0,727.64,1,2,1,1.0,276461.13,100979.47
15234,52,3732.38,1,14,1,130071.79,366.15,0,0,2.0,715.04,0,2,0,1.0,244072.44,84546.66
15238,49,2030.18,1,14,1,36344.4,430.16,0,1,2.0,700.59,0,2,0,1.0,63226.87,25441.08
15239,19,1769.01,1,1,1,31173.82,161.07,0,1,3.0,691.49,0,1,1,1.0,55794.92,20262.98
15246,18,2180.21,1,6,1,283207.75,1045.82,0,1,3.0,839.46,0,0,0,1.0,428362.71,198245.42
15248,18,2528.06,1,3,0,140994.34,1525.0,0,0,2.0,755.07,0,0,1,1.0,196001.26,112795.47
15249,30,1348.33,1,1,2,204040.5,860.96,0,1,1.0,841.46,0,1,0,1.0,238065.15,142828.35
15251,50,962.88,1,14,1,100298.03,1125.1,1,1,4.0,773.87,1,0,2,1.0,185341.76,80238.42
15254,64,1381.63,0,14,0,102127.79,461.68,0,1,1.0,876.27,0,0,1,1.0,174894.73,81702.23
15255,55,1381.63,1,14,1,26753.19,135.54,0,0,1.0,755.19,0,0,1,1.0,43439.66,20064.89
15258,18,3185.27,1,8,1,219029.1,790.99,0,0,3.0,654.47,0,1,2,1.0,316615.33,142368.92
15259,24,2580.78,1,14,1,132145.73,793.47,0,1,1.0,710.01,0,0,1,1.0,227485.36,85894.72
15261,44,2087.45,1,8,1,40883.08,191.91,1,0,1.0,688.21,0,1,2,1.0,73348.25,26574.0
15263,43,1005.77,1,11,1,13575.39,153.44,1,1,3.0,767.11,0,1,0,1.0,17635.72,9502.77
15264,46,495.91,1,8,1,18277.14,126.06,0,1,2.0,705.42,0,1,0,1.0,24597.61,11880.14
15267,28,3337.24,1,14,1,46981.98,312.77,1,0,2.0,736.7,0,1,1,1.0,74682.26,30538.29
15268,52,3211.18,1,14,1,47762.21,264.73,1,1,3.0,781.46,0,0,1,1.0,88335.71,35821.66
15269,56,2613.04,1,8,2,55222.53,233.99,1,0,3.0,849.76,0,0,1,1.0,85658.24,38655.77
15271,61,1628.45,0,8,1,33553.48,340.94,0,1,1.0,862.33,0,1,0,1.0,37267.89,23487.44
15272,18,1684.06,1,8,1,39075.7,201.62,0,0,4.0,777.86,0,1,1,1.0,52523.56,29306.78
15274,36,1310.72,1,11,1,27761.7,126.88,0,1,1.0,665.82,0,0,2,1.0,48443.41,52121.39
15275,59,2794.26,1,14,1,69495.19,305.16,0,0,4.0,796.34,0,0,1,1.0,82813.2,52121.39
15277,31,6454.1,1,12,2,100745.88,747.01,0,1,3.0,711.63,0,2,2,1.0,143414.66,70522.12
15278,60,2645.75,1,14,1,128715.21,554.74,0,0,2.0,705.59,0,0,1,1.0,166363.0,90100.65
15279,22,3139.02,1,14,2,154065.79,494.54,0,0,2.0,811.17,0,0,1,1.0,231015.34,115549.34
15281,31,3710.79,1,10,0,278217.26,680.77,1,1,2.0,840.47,0,2,2,1.0,512371.67,222573.81
15284,64,4105.14,1,8,1,266161.09,986.49,1,0,1.0,674.33,0,2,0,1.0,482620.96,186312.76
15285,52,2070.41,1,14,1,24264.72,136.0,0,0,3.0,674.33,1,1,0,1.0,29234.55,16985.3
15286,47,2070.41,1,14,1,257134.55,682.67,0,1,3.0,738.53,0,1,0,1.0,444127.89,179994.18
15287,54,4514.66,1,8,1,302385.52,765.71,1,0,2.0,836.14,0,1,2,1.0,531144.15,226789.14
15288,22,1675.73,1,8,1,63031.58,391.95,0,0,2.0,808.25,0,1,1,1.0,78787.84,50425.26
15290,19,1758.49,1,8,1,36252.11,256.35,0,0,3.0,719.01,1,0,0,1.0,65664.29,23563.87
15291,18,1758.49,0,8,1,49459.38,494.76,0,0,3.0,719.01,0,1,0,1.0,54796.45,34621.57
15292,60,1782.13,0,8,1,79567.86,448.08,0,1,2.0,816.24,0,2,1,1.0,101067.15,59675.9
15293,31,921.06,1,8,1,74198.68,284.47,0,0,3.0,687.38,1,2,1,1.0,107983.89,51939.08
15294,42,2246.12,1,0,1,76933.94,663.78,0,0,3.0,749.96,0,2,0,1.0,86205.53,53853.76
15295,19,681.49,1,14,1,7699.91,80.74,0,1,4.0,795.06,0,2,0,1.0,11732.08,5774.93
15296,18,4411.07,1,11,2,100093.26,465.03,1,1,2.0,844.89,0,0,0,1.0,114641.67,70065.28
15297,59,1852.28,1,14,1,131072.89,625.13,1,0,4.0,673.19,0,1,0,1.0,226480.31,91751.02
15299,37,1577.07,1,0,1,31114.79,141.75,0,0,2.0,754.82,0,2,1,1.0,39142.98,23336.09
15300,21,3428.17,1,10,0,61946.32,352.43,1,1,2.0,779.26,0,2,0,1.0,86664.9,43362.42
15301,36,1287.72,1,0,0,49541.43,285.93,0,1,1.0,759.96,1,0,0,1.0,79705.43,37156.07
15302,46,2169.46,1,0,2,98903.79,1075.42,0,1,3.0,806.45,0,1,0,1.0,149356.83,69232.65
15303,60,2169.46,1,4,0,115199.22,465.21,0,1,2.0,806.45,0,2,0,1.0,215240.35,86399.42
15304,32,2417.47,1,4,0,97621.74,301.28,1,1,4.0,691.25,0,1,2,1.0,160316.99,68335.22
15307,38,2611.24,1,8,0,28334.06,130.73,0,0,2.0,861.56,0,2,0,1.0,47998.48,19833.84
15309,18,2436.95,1,0,1,142247.12,436.46,0,1,2.0,798.52,0,2,0,1.0,173078.67,99572.98
15310,21,2948.57,1,14,1,97538.91,477.72,1,1,2.0,798.52,0,0,0,1.0,163688.47,73154.18
15311,47,4687.34,1,8,1,111051.22,579.53,0,0,1.0,717.8,0,0,1,1.0,167020.03,72183.29
15314,18,2012.54,1,6,1,39875.08,302.03,1,1,3.0,712.09,0,2,1,1.0,54330.11,25918.8
15315,35,3157.63,1,14,1,51849.35,345.18,0,1,3.0,791.06,0,0,1,1.0,72960.79,41479.48
15316,55,2091.79,1,14,1,48521.79,365.92,0,1,2.0,717.29,1,2,1,1.0,75189.42,31539.16
15317,27,1902.39,1,14,1,25655.39,130.0,0,1,2.0,737.2,0,2,2,1.0,39753.17,17958.77
15319,55,3580.49,1,4,1,106637.85,867.44,1,1,3.0,842.88,1,2,2,1.0,185581.69,74646.5
15320,26,1231.35,1,16,0,25403.62,130.87,0,1,2.0,688.14,1,0,1,1.0,43526.98,17782.53
15321,31,5747.44,1,16,1,303275.33,933.56,1,1,2.0,830.84,0,2,1,1.0,464109.23,212292.73
15323,26,2084.06,1,10,1,9363.04,111.54,1,1,2.0,676.25,1,0,0,1.0,12502.02,6554.13
15324,59,2428.95,1,10,1,51887.52,242.72,1,1,4.0,703.18,0,0,2,1.0,65492.43,33726.89
15325,33,1843.18,1,3,1,192934.03,570.66,1,1,3.0,816.14,1,0,0,1.0,298387.52,154347.22
15326,48,2028.16,1,0,1,101786.88,343.77,0,0,5.0,842.11,0,2,1,1.0,113876.36,76340.16
15327,64,5144.39,1,14,1,95619.75,354.66,1,0,4.0,738.28,0,2,2,1.0,139687.61,62152.84
15328,49,2631.58,1,8,1,132507.0,673.56,0,1,4.0,868.23,0,0,2,1.0,228494.98,106005.6
15329,18,3802.53,1,14,1,103935.43,676.69,1,1,3.0,833.8,0,0,1,1.0,135237.81,77951.57
15330,28,2634.5,1,14,1,99586.27,563.3,1,1,4.0,781.78,0,2,2,1.0,186222.13,69710.39
15331,19,2573.47,1,8,1,38016.06,483.5,1,1,3.0,856.04,0,1,1,1.0,60362.88,30412.85
15333,18,917.65,1,3,1,48838.16,232.73,0,1,5.0,832.48,0,0,0,1.0,62566.44,34186.71
15335,18,4143.99,1,8,0,150936.34,854.68,1,1,4.0,791.84,0,1,1,1.0,223177.5,120749.07
15339,38,1664.04,1,12,1,40683.27,203.28,0,1,3.0,594.74,1,2,2,1.0,59417.53,26444.13
15340,44,2519.38,1,14,1,122456.17,377.53,1,0,3.0,594.74,0,2,2,1.0,147524.87,85719.32
15344,27,2015.85,1,14,1,59725.37,279.43,0,1,2.0,705.18,0,2,1,1.0,67478.49,41807.76
15345,23,1771.15,1,14,1,76945.28,359.78,0,1,2.0,729.24,0,2,2,1.0,93901.79,50014.43
15346,60,4094.4,1,10,2,309970.96,864.35,1,1,2.0,763.76,0,2,2,1.0,399491.34,216979.67
15347,41,3464.31,1,4,0,103770.81,650.71,1,1,3.0,771.27,0,2,2,1.0,183094.57,83016.65
15349,18,974.5,1,11,1,140130.92,365.79,0,1,2.0,824.22,1,1,2,1.0,171164.55,105098.19
15350,48,2128.39,1,8,1,92085.45,527.26,1,1,3.0,688.06,1,2,1,1.0,137336.22,59855.54
15351,48,2080.69,1,3,1,78742.36,232.93,0,1,2.0,752.08,1,1,0,1.0,94377.68,59056.77
15352,37,2423.71,1,11,2,91823.04,401.88,0,1,1.0,742.59,0,1,1,1.0,132281.98,64276.13
15354,58,1976.09,1,3,1,136500.09,376.22,0,1,3.0,782.92,0,1,2,1.0,182982.99,102375.07
15356,33,2437.38,1,3,1,47171.18,207.85,0,1,1.0,765.43,1,2,0,1.0,61832.14,30661.27
15358,57,4173.01,1,14,0,54576.51,276.85,0,1,4.0,722.15,0,0,1,1.0,103230.69,35474.73
15359,61,1307.21,0,14,0,38208.72,177.58,1,1,2.0,654.24,0,0,2,1.0,60352.78,24835.67
15361,61,1654.0,1,14,1,38571.98,211.11,0,1,3.0,665.41,0,0,1,1.0,53335.0,25071.79
15365,18,3665.72,1,0,0,48703.0,213.83,1,1,3.0,812.47,1,0,0,1.0,68244.92,36527.25
15366,59,4785.24,1,10,1,109316.52,692.88,1,1,1.0,840.81,1,2,2,1.0,132501.43,81987.39
15367,32,1376.65,1,12,1,62798.72,172.95,0,0,1.0,710.97,1,2,0,1.0,112625.91,43959.1
15369,53,2047.95,1,14,1,40181.66,208.51,0,1,2.0,808.94,0,1,1,1.0,69694.39,32145.33
15370,51,3185.3,1,3,2,170337.39,522.42,0,1,2.0,808.94,0,1,1,1.0,222443.3,119236.17
15371,62,3185.3,1,3,1,41562.84,340.66,0,1,2.0,688.9,0,1,2,1.0,48158.53,29093.99
15372,58,10255.43,1,8,2,118056.09,764.02,1,0,2.0,801.57,1,2,1,1.0,167314.41,88542.07
15374,25,4148.61,1,8,1,117673.58,364.94,0,0,2.0,734.92,1,2,2,1.0,196874.6,76487.83
15378,28,1098.47,1,3,0,35271.45,193.95,0,0,4.0,722.53,0,0,0,1.0,62197.64,24690.01
15379,42,1999.15,1,3,1,189823.97,1954.03,0,0,2.0,792.13,0,0,1,1.0,224157.25,132876.78
15380,19,1625.85,1,14,1,65648.3,666.23,0,1,2.0,736.07,0,1,2,1.0,105808.95,42671.4
15381,30,2098.9,1,0,1,130760.78,499.97,0,0,3.0,734.4,0,0,2,1.0,151400.48,84994.51
15383,18,1866.06,1,3,1,158836.88,439.18,0,0,1.0,728.0,0,0,1,1.0,296439.56,111185.82
15384,36,2024.65,1,3,1,105229.58,535.68,0,1,2.0,761.16,0,0,1,1.0,122696.1,78922.18
15388,23,9765.16,1,10,0,202203.86,547.3,1,1,2.0,755.04,0,0,1,1.0,328565.05,151652.89
15390,23,8536.07,1,10,0,101711.72,376.44,0,0,2.0,760.99,0,1,2,1.0,163137.67,71198.2
15391,52,8536.07,1,10,1,193812.57,590.5,1,0,1.0,760.99,1,1,2,1.0,274290.77,135668.8
15393,52,2703.38,1,0,0,274308.04,805.07,1,1,3.0,781.74,0,1,0,1.0,376077.24,205731.03
15394,22,1926.41,1,8,0,81271.25,439.66,0,1,2.0,666.94,1,0,0,1.0,119533.48,52826.31
15395,19,1926.41,1,8,1,28012.96,278.3,1,1,2.0,726.09,1,1,1,1.0,48337.15,18208.42
15398,58,1970.73,1,4,1,81978.42,469.88,1,1,2.0,718.26,0,1,1,1.0,135235.22,53285.97
15399,19,1115.07,1,6,1,15792.34,95.78,1,1,2.0,855.48,0,0,1,1.0,24694.67,12633.87
15400,62,5158.8,1,6,1,122444.98,461.17,1,0,1.0,851.18,0,0,2,1.0,159558.56,91833.74
15401,18,1994.56,1,0,1,95454.25,511.31,1,1,2.0,863.01,0,2,0,1.0,128824.37,76363.4
15402,56,3119.24,1,3,1,83572.89,551.99,0,0,3.0,770.12,0,2,2,1.0,151397.39,66858.31
15403,31,1551.65,1,8,1,12311.49,130.91,0,1,3.0,753.64,0,0,2,1.0,18351.79,9849.19
15404,65,1551.65,0,8,0,25865.14,187.18,0,1,2.0,820.15,1,0,1,1.0,44661.27,19398.86
15405,31,2685.44,1,8,0,38792.21,200.72,1,1,3.0,702.61,0,1,0,1.0,56913.13,25214.94
15407,18,3432.22,1,10,1,200648.75,524.61,0,1,2.0,791.99,0,2,0,1.0,347982.18,150486.56
15408,45,4229.28,1,10,1,206459.43,784.28,1,1,2.0,777.46,0,0,2,1.0,242079.0,165167.54
15410,48,7842.73,1,0,0,189636.53,791.51,1,1,1.0,817.91,0,2,1,1.0,223507.49,142227.4
15413,37,1309.57,1,10,1,32882.75,393.5,0,1,2.0,819.56,0,2,2,1.0,51481.18,24662.06
15414,57,1862.56,1,10,1,62602.27,298.23,0,1,3.0,813.28,0,0,1,1.0,74976.34,46951.7
15416,28,965.9,1,11,1,42023.6,160.18,0,0,2.0,698.12,0,1,2,1.0,48970.32,27315.34
15417,51,965.9,1,1,1,18823.92,105.83,0,1,2.0,661.42,0,2,1,1.0,33547.3,13176.74
15421,61,1916.33,1,4,1,100580.42,671.04,0,1,2.0,658.81,0,1,0,1.0,123305.04,65377.27
15422,56,5359.16,1,11,2,223101.07,626.04,0,1,3.0,781.04,0,1,0,1.0,312201.15,167325.8
15423,30,3542.83,1,0,0,211669.35,641.32,1,0,1.0,810.71,1,1,0,1.0,291695.25,169335.48
15424,18,4325.48,1,0,1,107014.78,1071.04,1,0,3.0,866.24,0,2,0,1.0,164570.7,85611.82
15425,57,5025.21,1,8,1,173063.22,510.99,1,1,3.0,852.29,0,0,1,1.0,247503.48,129797.42
15426,42,4992.2,1,14,2,104591.69,801.04,1,1,2.0,747.95,0,1,1,1.0,198672.81,73214.18
15428,42,2072.09,1,8,1,73348.55,322.96,0,0,2.0,772.82,0,1,2,1.0,130190.59,58678.84
15429,48,2072.09,1,8,1,83956.33,706.56,0,1,4.0,761.05,0,0,1,1.0,129654.02,67165.06
15430,18,1399.45,1,8,1,42200.24,379.0,0,1,2.0,727.46,0,2,2,1.0,75543.41,27430.16
15431,56,2853.18,1,3,1,138555.41,719.73,0,0,2.0,785.35,1,0,1,1.0,229701.97,103916.56
15434,26,3236.45,1,4,2,100164.73,454.81,1,0,2.0,677.33,0,0,1,1.0,183486.49,65107.07
15435,62,1764.2,0,8,1,159942.85,678.54,0,1,2.0,857.04,0,0,0,1.0,243167.66,127954.28
15437,38,1738.5,1,8,1,73815.89,309.55,0,1,2.0,734.84,0,1,1,1.0,109429.22,51671.12
15438,18,2365.63,1,6,1,105220.82,365.0,0,1,2.0,728.57,0,2,2,1.0,138402.51,73654.57
15439,57,2345.35,1,3,1,185388.51,576.23,0,1,2.0,728.0,0,2,2,1.0,207448.0,129771.96
15443,18,1520.02,1,0,1,49445.09,252.65,1,1,2.0,723.6,0,2,0,1.0,65097.63,32139.31
15445,42,2580.22,1,0,1,41963.78,134.6,1,1,1.0,806.62,0,0,2,1.0,55648.94,33571.02
15446,38,2166.43,1,0,1,129129.89,719.07,0,1,2.0,806.62,0,1,2,1.0,173644.89,103303.91
15448,48,2667.9,1,8,2,47447.06,341.65,1,1,1.0,768.98,0,0,2,1.0,80212.83,33212.94
15449,23,1659.75,1,14,1,159842.41,789.86,0,1,4.0,667.64,1,0,0,1.0,215763.02,103897.57
15451,57,3268.75,1,3,0,134320.42,354.52,1,1,2.0,737.13,0,1,0,1.0,182785.04,87308.27
15453,55,1687.89,1,10,1,230694.41,761.7,1,1,3.0,734.87,0,1,2,1.0,370604.63,149951.37
15454,23,1687.89,1,8,1,85338.52,309.33,0,1,3.0,709.45,1,0,2,1.0,132333.5,55470.04
15455,56,1106.42,1,0,1,21211.29,243.33,0,1,4.0,720.18,0,1,0,1.0,34670.14,14847.9
15458,47,1719.65,1,6,2,39710.66,270.74,0,1,2.0,849.87,0,2,0,1.0,67708.24,29783.0
15459,48,3975.59,1,6,0,143715.22,405.88,1,1,2.0,721.79,0,1,1,1.0,232459.12,93414.89
15460,24,3975.59,1,14,2,95101.25,490.71,0,1,2.0,804.7,0,2,2,1.0,151292.22,66570.88
15461,30,1097.18,1,2,1,58080.89,309.39,0,1,2.0,655.89,0,0,1,1.0,76938.58,40656.62
15464,56,3422.1,1,10,1,343191.11,1015.91,1,1,2.0,853.21,0,0,0,1.0,628424.5,257393.33
15467,18,2080.15,1,8,0,126897.33,510.11,0,0,1.0,734.39,0,1,1,1.0,240368.65,88828.13
15469,60,7003.74,1,0,0,92396.75,463.64,1,1,4.0,803.54,0,0,1,1.0,158116.59,64677.72
15470,28,1950.08,1,0,2,129683.26,433.41,0,0,2.0,696.71,0,2,1,1.0,186951.67,84294.12
15471,44,1950.08,1,14,1,141889.22,382.38,0,1,1.0,809.6,0,2,2,1.0,266438.67,99322.45
15472,59,1950.08,1,8,1,25750.45,124.53,0,1,2.0,744.26,0,0,2,1.0,38885.87,16737.79
15473,63,1658.8,1,11,1,85985.01,281.01,0,0,2.0,771.1,0,2,2,1.0,126270.53,68788.01
15475,35,2883.57,1,3,0,63663.28,322.83,1,1,3.0,659.78,0,1,1,1.0,75002.76,41381.13
15477,52,2084.27,1,3,1,45658.07,267.3,0,0,4.0,752.39,0,2,1,1.0,62545.85,31960.65
15480,52,2522.29,1,0,1,89894.41,434.04,0,1,2.0,792.14,0,2,0,1.0,139816.95,71915.53
15481,19,2059.3,1,11,0,64240.56,394.92,0,1,4.0,790.18,0,1,2,1.0,75809.52,48180.42
15482,18,6920.27,1,11,2,240423.45,621.48,1,1,2.0,807.23,0,2,1,1.0,361075.05,192338.76
15483,49,2028.59,1,10,1,57358.81,397.72,0,1,2.0,807.23,0,0,0,1.0,95905.01,43019.11
15485,63,3913.66,0,8,2,105513.14,672.98,1,1,1.0,812.66,0,2,1,1.0,130571.73,73859.2
15486,64,2449.07,0,8,1,38600.05,209.6,0,1,2.0,885.66,1,2,0,1.0,59302.9,27020.04
15487,18,1973.94,1,8,1,71473.22,679.37,0,0,4.0,778.19,0,2,1,1.0,130061.44,53604.92
15488,64,1893.11,1,1,0,26351.16,126.52,0,1,3.0,798.66,1,1,2,1.0,49199.83,21080.93
15489,38,558.74,1,1,1,17026.91,118.34,1,0,3.0,759.09,0,1,0,1.0,20791.68,12770.18
15490,21,2245.45,1,13,2,106094.09,567.2,1,1,3.0,616.56,0,2,1,1.0,161396.55,68961.16
15492,20,4835.8,1,5,1,52897.74,409.45,0,0,3.0,789.11,0,0,2,1.0,93511.32,37028.42
15493,60,1132.83,1,3,0,22406.3,111.27,0,1,4.0,724.04,0,2,1,1.0,39458.96,15684.41
15496,45,2681.48,1,10,1,79873.8,377.98,0,1,2.0,719.49,1,1,2,1.0,124453.89,51917.97
15497,65,2699.98,0,4,1,76108.86,584.11,1,1,2.0,818.69,0,2,2,1.0,144327.23,53276.2
15498,18,2397.79,1,4,1,98506.57,439.96,1,1,4.0,830.47,1,0,0,1.0,144296.44,78805.26
15499,61,2058.28,1,10,1,19949.43,106.76,1,0,1.0,713.93,0,2,0,1.0,37672.27,12967.13
15503,52,3677.19,1,6,1,126560.35,525.42,1,1,2.0,723.16,0,1,1,1.0,211029.43,82264.23
15504,31,1424.21,1,10,1,157354.43,589.69,0,1,2.0,762.39,1,2,2,1.0,227856.28,110148.1
15505,37,5196.68,1,10,1,193262.24,577.28,1,0,4.0,800.98,1,1,1,1.0,298352.11,135283.57
15506,62,5196.68,0,12,1,122400.93,353.22,0,1,2.0,789.03,1,1,1,1.0,204191.54,85680.65
15508,22,3453.97,1,12,1,84504.81,345.21,0,0,2.0,676.61,0,1,2,1.0,102266.68,59153.37
15510,57,3038.82,1,1,2,82217.49,396.52,0,1,2.0,866.95,0,0,1,1.0,113817.73,57552.24
15511,49,4463.91,1,15,1,35896.36,387.94,0,1,2.0,733.45,0,0,2,1.0,66877.07,25127.45
15514,18,2159.26,1,3,2,68430.61,325.93,0,1,2.0,675.99,0,0,2,1.0,125993.39,54744.49
15515,45,2459.47,1,8,2,36419.18,182.4,0,1,2.0,675.99,0,0,2,1.0,48931.25,23672.47
15516,26,2502.15,1,8,1,141570.16,456.24,1,1,3.0,794.88,1,2,0,1.0,200427.51,113256.13
15517,61,2502.15,0,1,1,186902.17,710.99,0,1,4.0,785.34,0,1,0,1.0,241131.51,140176.63
15518,41,2502.15,1,1,1,63593.1,257.24,0,1,2.0,775.57,0,0,1,1.0,113109.59,44515.17
